transaction_id,user_id,amount,amount_usd,currency,category,merchant,merchant_location,payment_method,transaction_date,is_fraud,fraud_type,description,day_of_week,hour,month
T00003359,U00015,1380758.55,87.39,IDR,Transportation,Public Transit,"Bandung, Indonesia",Digital Wallet,2025-05-08 12:08:04,0.0,,Transportation purchase at Public Transit,Thursday,12.0,5.0
T00012343,U00052,555.33,555.33,USD,Savings,High Yield Savings,"New York, USA",Bank Transfer,2025-05-08 12:25:34,0.0,,Savings purchase at High Yield Savings,Thursday,12.0,5.0
T00000609,U00036,5893.49,818.54,CNY,Travel,Travel Agency,"Shanghai, China",Credit Card,2025-05-08 12:29:07,0.0,,Travel purchase at Travel Agency,Thursday,12.0,5.0
T00014448,U00020,423.03,423.03,USD,Investment,Crypto Exchange,"Los Angeles, USA",Debit Card,2025-05-08 12:46:42,0.0,,Investment purchase at Crypto Exchange,Thursday,12.0,5.0
T00002547,U00073,550.35,550.35,USD,Emergency Fund,Emergency Savings,"Chicago, USA",Debit Card,2025-05-08 13:53:44,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,13.0,5.0
T00011972,U00142,243.86,243.86,USD,Groceries,Trader Joes,"Chicago, USA",Credit Card,2025-05-08 16:21:57,0.0,,Groceries purchase at Trader Joes,Thursday,16.0,5.0
T00009375,U00032,107.26,107.26,USD,Utilities,Electric Co,"Chicago, USA",Bank Transfer,2025-05-08 16:39:44,0.0,,Utilities purchase at Electric Co,Thursday,16.0,5.0
T00004285,U00180,374.45,374.45,USD,Savings,Savings Account,"Los Angeles, USA",Debit Card,2025-05-08 17:23:38,0.0,,Savings purchase at Savings Account,Thursday,17.0,5.0
T00003824,U00119,22.11,3.07,CNY,Emergency Fund,Emergency Savings,"Beijing, China",Bank Transfer,2025-05-08 17:39:59,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,17.0,5.0
T00007311,U00183,170.28,170.28,USD,Hobbies,Book Store,"New York, USA",Debit Card,2025-05-08 18:24:56,0.0,,Hobbies purchase at Book Store,Thursday,18.0,5.0
T00004378,U00136,1408.16,195.58,CNY,Insurance,Insurance Corp,"Shanghai, China",Bank Transfer,2025-05-08 19:07:07,0.0,,Insurance purchase at Insurance Corp,Thursday,19.0,5.0
T00005251,U00158,7491.82,1040.53,CNY,Rent,Housing Complex,"Shanghai, China",Debit Card,2025-05-08 19:33:58,0.0,,Rent purchase at Housing Complex,Thursday,19.0,5.0
T00002784,U00181,5743365.01,363.5,IDR,Investment,Stock Broker,"Jakarta, Indonesia",Credit Card,2025-05-08 19:42:11,0.0,,Investment purchase at Stock Broker,Thursday,19.0,5.0
T00013721,U00137,161.11,161.11,USD,Transportation,Public Transit,"New York, USA",Debit Card,2025-05-08 20:24:53,0.0,,Transportation purchase at Public Transit,Thursday,20.0,5.0
T00007736,U00088,19974221.54,1264.19,IDR,Rent,Landlord Payment,"Bandung, Indonesia",Debit Card,2025-05-08 21:18:04,0.0,,Rent purchase at Landlord Payment,Thursday,21.0,5.0
T00002366,U00161,1508756.89,95.49,IDR,Dining,Restaurant A,"Jakarta, Indonesia",Digital Wallet,2025-05-09 03:12:20,1.0,unusual_time,Dining purchase at Restaurant A,Friday,3.0,5.0
T00005789,U00104,364.41,364.41,USD,Insurance,Auto Insurance,"New York, USA",Debit Card,2025-05-09 03:39:28,1.0,unusual_time,Insurance purchase at Auto Insurance,Friday,3.0,5.0
T00006165,U00031,589.91,81.93,CNY,Entertainment,Concert Hall,"Beijing, China",Credit Card,2025-05-09 07:55:25,0.0,,Entertainment purchase at Concert Hall,Friday,7.0,5.0
T00007586,U00026,218.4,218.4,USD,Hobbies,Book Store,"Chicago, USA",Debit Card,2025-05-09 09:13:41,0.0,,Hobbies purchase at Book Store,Friday,9.0,5.0
T00008214,U00003,258.29,258.29,USD,Shopping,Amazon,"Chicago, USA",Bank Transfer,2025-05-09 09:29:17,0.0,,Shopping purchase at Amazon,Friday,9.0,5.0
T00009945,U00177,7819.29,1086.01,CNY,Rent,Housing Complex,"Shanghai, China",Bank Transfer,2025-05-09 13:11:02,0.0,,Rent purchase at Housing Complex,Friday,13.0,5.0
T00001621,U00153,609.6,84.67,CNY,Dining,Cafe B,"Shanghai, China",Debit Card,2025-05-09 13:12:09,0.0,,Dining purchase at Cafe B,Friday,13.0,5.0
T00007350,U00246,0.35,0.35,USD,Hobbies,Sports Store,"New York, USA",Bank Transfer,2025-05-09 13:27:52,0.0,,Hobbies purchase at Sports Store,Friday,13.0,5.0
T00010739,U00106,228.54,228.54,USD,Groceries,Trader Joes,"Chicago, USA",Credit Card,2025-05-09 14:14:31,0.0,,Groceries purchase at Trader Joes,Friday,14.0,5.0
T00002967,U00073,677.27,677.27,USD,Travel,AirBnB,"Chicago, USA",Credit Card,2025-05-09 15:38:09,0.0,,Travel purchase at AirBnB,Friday,15.0,5.0
T00004087,U00232,723.66,100.51,CNY,Dining,Cafe B,"Shanghai, China",Debit Card,2025-05-09 16:48:21,0.0,,Dining purchase at Cafe B,Friday,16.0,5.0
T00012141,U00118,356.54,356.54,USD,Insurance,Insurance Corp,"Los Angeles, USA",Digital Wallet,2025-05-09 18:06:43,0.0,,Insurance purchase at Insurance Corp,Friday,18.0,5.0
T00014548,U00166,1973982.6,124.94,IDR,Transportation,Parking,"Jakarta, Indonesia",Credit Card,2025-05-09 18:19:51,0.0,,Transportation purchase at Parking,Friday,18.0,5.0
T00008601,U00096,148.42,148.42,USD,Healthcare,Doctor Office,"Chicago, USA",Bank Transfer,2025-05-09 19:00:41,0.0,,Healthcare purchase at Doctor Office,Friday,19.0,5.0
T00003510,U00078,1769.1,245.71,CNY,Healthcare,Health Clinic,"Guangzhou, China",Digital Wallet,2025-05-09 19:11:10,0.0,,Healthcare purchase at Health Clinic,Friday,19.0,5.0
T00004401,U00113,142.64,142.64,USD,Shopping,Amazon,"New York, USA",Bank Transfer,2025-05-09 19:17:48,0.0,,Shopping purchase at Amazon,Friday,19.0,5.0
T00000289,U00145,35.51,35.51,USD,Hobbies,Music Store,"Los Angeles, USA",Bank Transfer,2025-05-09 22:17:51,0.0,,Hobbies purchase at Music Store,Friday,22.0,5.0
T00011958,U00129,558.54,77.57,CNY,Entertainment,Streaming Service,"Beijing, China",Credit Card,2025-05-10 02:56:51,1.0,unusual_time,Entertainment purchase at Streaming Service,Saturday,2.0,5.0
T00011083,U00231,1483.96,206.11,CNY,Investment,Stock Broker,"Beijing, China",Credit Card,2025-05-10 04:26:52,1.0,unusual_time,Investment purchase at Stock Broker,Saturday,4.0,5.0
T00006750,U00081,5.43,5.43,USD,Travel,Travel Agency,"New York, USA",Debit Card,2025-05-10 06:32:29,0.0,,Travel purchase at Travel Agency,Saturday,6.0,5.0
T00006497,U00136,676.18,93.91,CNY,Groceries,Safeway,"Beijing, China",Credit Card,2025-05-10 09:09:53,0.0,,Groceries purchase at Safeway,Saturday,9.0,5.0
T00007921,U00127,249.47,249.47,USD,Investment,Crypto Exchange,"Chicago, USA",Digital Wallet,2025-05-10 09:25:27,0.0,,Investment purchase at Crypto Exchange,Saturday,9.0,5.0
T00004564,U00149,1500.0,203.49,CNY,Groceries,Whole Foods,"Beijing, China",Bank Transfer,2025-05-10 09:29:12,1.0,round_amount,Groceries purchase at Whole Foods,Saturday,9.0,5.0
T00010160,U00106,95.71,95.71,USD,Hobbies,Sports Store,"Chicago, USA",Debit Card,2025-05-10 09:39:56,0.0,,Hobbies purchase at Sports Store,Saturday,9.0,5.0
T00009245,U00087,226.08,226.08,USD,Shopping,Target,"Los Angeles, USA",Digital Wallet,2025-05-10 10:33:22,0.0,,Shopping purchase at Target,Saturday,10.0,5.0
T00006510,U00155,786301.38,49.77,IDR,Transportation,Uber,"Bandung, Indonesia",Credit Card,2025-05-10 10:35:20,0.0,,Transportation purchase at Uber,Saturday,10.0,5.0
T00011230,U00150,1289102.53,81.59,IDR,Utilities,Internet Provider,"Surabaya, Indonesia",Bank Transfer,2025-05-10 12:23:57,0.0,,Utilities purchase at Internet Provider,Saturday,12.0,5.0
T00008897,U00036,509.35,509.35,USD,Savings,Savings Account,"Los Angeles, USA",Credit Card,2025-05-10 12:59:35,0.0,,Savings purchase at Savings Account,Saturday,12.0,5.0
T00001957,U00020,687.69,95.51,CNY,Dining,Fast Food C,"Shanghai, China",Debit Card,2025-05-10 13:11:31,0.0,,Dining purchase at Fast Food C,Saturday,13.0,5.0
T00008730,U00172,3387.3,470.46,CNY,Travel,Airline,"Shanghai, China",Digital Wallet,2025-05-10 14:25:20,0.0,,Travel purchase at Airline,Saturday,14.0,5.0
T00004873,U00226,182.6,182.6,USD,Groceries,Safeway,"New York, USA",Credit Card,2025-05-10 15:35:42,0.0,,Groceries purchase at Safeway,Saturday,15.0,5.0
T00009391,U00209,249.5,249.5,USD,Insurance,Insurance Corp,"New York, USA",Bank Transfer,2025-05-10 16:20:00,0.0,,Insurance purchase at Insurance Corp,Saturday,16.0,5.0
T00002036,U00049,366.31,366.31,USD,Investment,Stock Broker,"Chicago, USA",Bank Transfer,2025-05-10 16:35:28,0.0,,Investment purchase at Stock Broker,Saturday,16.0,5.0
T00002460,U00240,11258707.15,712.58,IDR,Investment,Crypto Exchange,"Jakarta, Indonesia",Credit Card,2025-05-10 16:37:19,0.0,,Investment purchase at Crypto Exchange,Saturday,16.0,5.0
T00009494,U00090,116.46,116.46,USD,Groceries,Safeway,"Chicago, USA",Credit Card,2025-05-10 17:45:59,0.0,,Groceries purchase at Safeway,Saturday,17.0,5.0
T00009912,U00180,82.49,82.49,USD,Transportation,Uber,"New York, USA",Digital Wallet,2025-05-10 18:03:15,0.0,,Transportation purchase at Uber,Saturday,18.0,5.0
T00005914,U00176,414.73,414.73,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Bank Transfer,2025-05-10 20:32:10,0.0,,Emergency Fund purchase at Emergency Savings,Saturday,20.0,5.0
T00012676,U00096,471.16,471.16,USD,Investment,Stock Broker,"New York, USA",Credit Card,2025-05-11 01:17:46,0.0,,Investment purchase at Stock Broker,Sunday,1.0,5.0
T00008290,U00190,8644.98,1200.69,CNY,Rent,Housing Complex,"Beijing, China",Debit Card,2025-05-11 06:07:34,0.0,,Rent purchase at Housing Complex,Sunday,6.0,5.0
T00011940,U00016,2084.07,289.45,CNY,Shopping,Mall Store,"Beijing, China",Credit Card,2025-05-11 06:51:01,0.0,,Shopping purchase at Mall Store,Sunday,6.0,5.0
T00005943,U00080,200.0,155.98,USD,Groceries,Trader Joes,"New York, USA",Bank Transfer,2025-05-11 08:06:39,1.0,round_amount,Groceries purchase at Trader Joes,Sunday,8.0,5.0
T00003375,U00112,192.71,192.71,USD,Savings,Savings Account,"Chicago, USA",Digital Wallet,2025-05-11 08:27:07,0.0,,Savings purchase at Savings Account,Sunday,8.0,5.0
T00000317,U00184,1025.29,142.4,CNY,Groceries,Walmart,"Shanghai, China",Digital Wallet,2025-05-11 10:16:29,0.0,,Groceries purchase at Walmart,Sunday,10.0,5.0
T00014228,U00097,66.56,66.56,USD,Dining,Restaurant A,"Los Angeles, USA",Digital Wallet,2025-05-11 10:20:20,0.0,,Dining purchase at Restaurant A,Sunday,10.0,5.0
T00005320,U00016,469.74,469.74,USD,Savings,Savings Account,"Los Angeles, USA",Debit Card,2025-05-11 12:23:07,0.0,,Savings purchase at Savings Account,Sunday,12.0,5.0
T00012960,U00194,198.79,198.79,USD,Groceries,Trader Joes,"Chicago, USA",Digital Wallet,2025-05-11 15:05:11,0.0,,Groceries purchase at Trader Joes,Sunday,15.0,5.0
T00002599,U00219,2849.58,395.77,CNY,Investment,Crypto Exchange,"Beijing, China",Digital Wallet,2025-05-11 16:24:11,0.0,,Investment purchase at Crypto Exchange,Sunday,16.0,5.0
T00008477,U00033,234.16,234.16,USD,Healthcare,City Hospital,"New York, USA",Bank Transfer,2025-05-11 16:32:24,0.0,,Healthcare purchase at City Hospital,Sunday,16.0,5.0
T00014653,U00140,1628.58,226.19,CNY,Hobbies,Book Store,"Shanghai, China",Digital Wallet,2025-05-11 16:32:26,0.0,,Hobbies purchase at Book Store,Sunday,16.0,5.0
T00003374,U00234,271.42,271.42,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Bank Transfer,2025-05-11 17:11:18,0.0,,Emergency Fund purchase at Emergency Savings,Sunday,17.0,5.0
T00002885,U00135,4989393.14,315.78,IDR,Insurance,Insurance Corp,"Bandung, Indonesia",Debit Card,2025-05-11 17:40:10,0.0,,Insurance purchase at Insurance Corp,Sunday,17.0,5.0
T00006205,U00227,9096.11,1263.35,CNY,Rent,Property Management,"Shanghai, China",Bank Transfer,2025-05-11 18:44:12,0.0,,Rent purchase at Property Management,Sunday,18.0,5.0
T00009645,U00246,70.13,70.13,USD,Dining,Restaurant A,"Los Angeles, USA",Digital Wallet,2025-05-11 19:23:02,0.0,,Dining purchase at Restaurant A,Sunday,19.0,5.0
T00013539,U00059,109.48,109.48,USD,Dining,Cafe B,"New York, USA",Debit Card,2025-05-12 02:24:39,0.0,,Dining purchase at Cafe B,Monday,2.0,5.0
T00012111,U00222,355.26,49.34,CNY,Travel,Airline,"Beijing, China",Bank Transfer,2025-05-12 07:54:44,0.0,,Travel purchase at Airline,Monday,7.0,5.0
T00013419,U00120,1034.01,143.61,CNY,Healthcare,City Hospital,"Beijing, China",Debit Card,2025-05-12 08:03:14,0.0,,Healthcare purchase at City Hospital,Monday,8.0,5.0
T00006025,U00205,597.3,82.96,CNY,Emergency Fund,Emergency Savings,"Beijing, China",Credit Card,2025-05-12 11:17:55,0.0,,Emergency Fund purchase at Emergency Savings,Monday,11.0,5.0
T00007448,U00239,379.84,379.84,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Debit Card,2025-05-12 11:26:15,0.0,,Emergency Fund purchase at Emergency Savings,Monday,11.0,5.0
T00009016,U00037,213.94,213.94,USD,Hobbies,Music Store,"Los Angeles, USA",Bank Transfer,2025-05-12 12:38:58,0.0,,Hobbies purchase at Music Store,Monday,12.0,5.0
T00010365,U00038,956.79,956.79,USD,Savings,High Yield Savings,"Chicago, USA",Credit Card,2025-05-12 13:08:09,0.0,,Savings purchase at High Yield Savings,Monday,13.0,5.0
T00009080,U00122,2700276.6,170.9,IDR,Hobbies,Sports Store,"Jakarta, Indonesia",Bank Transfer,2025-05-12 14:33:05,0.0,,Hobbies purchase at Sports Store,Monday,14.0,5.0
T00011099,U00056,478.05,66.4,CNY,Emergency Fund,Emergency Savings,"Shanghai, China",Bank Transfer,2025-05-12 15:04:17,0.0,,Emergency Fund purchase at Emergency Savings,Monday,15.0,5.0
T00005502,U00216,2332444.76,147.62,IDR,Healthcare,City Hospital,"Surabaya, Indonesia",Bank Transfer,2025-05-12 17:38:33,0.0,,Healthcare purchase at City Hospital,Monday,17.0,5.0
T00002367,U00164,122.59,122.59,USD,Entertainment,Cinema,"New York, USA",Digital Wallet,2025-05-12 19:18:42,0.0,,Entertainment purchase at Cinema,Monday,19.0,5.0
T00011412,U00097,299.11,299.11,USD,Shopping,Mall Store,"New York, USA",Bank Transfer,2025-05-13 03:05:16,0.0,,Shopping purchase at Mall Store,Tuesday,3.0,5.0
T00011493,U00036,1156740.26,73.21,IDR,Dining,Restaurant A,"Surabaya, Indonesia",Credit Card,2025-05-13 05:03:40,0.0,,Dining purchase at Restaurant A,Tuesday,5.0,5.0
T00005862,U00172,5821.01,808.47,CNY,Travel,Hotel,"Beijing, China",Debit Card,2025-05-13 06:15:28,0.0,,Travel purchase at Hotel,Tuesday,6.0,5.0
T00011919,U00066,149.03,149.03,USD,Groceries,Whole Foods,"New York, USA",Digital Wallet,2025-05-13 06:44:08,0.0,,Groceries purchase at Whole Foods,Tuesday,6.0,5.0
T00006047,U00050,107.36,107.36,USD,Utilities,Electric Co,"Los Angeles, USA",Credit Card,2025-05-13 07:56:21,0.0,,Utilities purchase at Electric Co,Tuesday,7.0,5.0
T00002039,U00119,691153.09,43.74,IDR,Dining,Restaurant A,"Bandung, Indonesia",Digital Wallet,2025-05-13 09:14:28,0.0,,Dining purchase at Restaurant A,Tuesday,9.0,5.0
T00011553,U00154,1453205.11,91.98,IDR,Dining,Fast Food C,"Bandung, Indonesia",Digital Wallet,2025-05-13 11:27:07,0.0,,Dining purchase at Fast Food C,Tuesday,11.0,5.0
T00005732,U00150,1899188.43,120.2,IDR,Shopping,Amazon,"Surabaya, Indonesia",Debit Card,2025-05-13 11:52:35,0.0,,Shopping purchase at Amazon,Tuesday,11.0,5.0
T00010680,U00056,1663390.0,105.28,IDR,Dining,Cafe B,"Jakarta, Indonesia",Credit Card,2025-05-13 13:16:21,0.0,,Dining purchase at Cafe B,Tuesday,13.0,5.0
T00010998,U00099,555.93,77.21,CNY,Transportation,Public Transit,"Beijing, China",Bank Transfer,2025-05-13 13:18:17,0.0,,Transportation purchase at Public Transit,Tuesday,13.0,5.0
T00004983,U00094,41.02,5.7,CNY,Dining,Restaurant A,"Guangzhou, China",Credit Card,2025-05-13 13:52:40,0.0,,Dining purchase at Restaurant A,Tuesday,13.0,5.0
T00006461,U00011,1568057.7,99.24,IDR,Entertainment,Gaming,"Surabaya, Indonesia",Bank Transfer,2025-05-13 14:04:40,1.0,rapid_succession,Entertainment purchase at Gaming,Tuesday,14.0,5.0
T00004334,U00009,63.02,63.02,USD,Travel,Travel Agency,"Chicago, USA",Credit Card,2025-05-13 14:42:19,0.0,,Travel purchase at Travel Agency,Tuesday,14.0,5.0
T00002445,U00191,36.87,36.87,USD,Entertainment,Concert Hall,"Chicago, USA",Digital Wallet,2025-05-13 15:11:03,0.0,,Entertainment purchase at Concert Hall,Tuesday,15.0,5.0
T00008941,U00150,1601271.25,101.35,IDR,Dining,Diner D,"Jakarta, Indonesia",Digital Wallet,2025-05-13 15:21:40,0.0,,Dining purchase at Diner D,Tuesday,15.0,5.0
T00001918,U00064,1008.87,140.12,CNY,Hobbies,Craft Shop,"Shanghai, China",Credit Card,2025-05-13 15:36:51,0.0,,Hobbies purchase at Craft Shop,Tuesday,15.0,5.0
T00002869,U00201,69.14,69.14,USD,Dining,Cafe B,"New York, USA",Digital Wallet,2025-05-13 16:18:56,0.0,,Dining purchase at Cafe B,Tuesday,16.0,5.0
T00001537,U00160,4279616.3,270.86,IDR,Hobbies,Book Store,"Surabaya, Indonesia",Debit Card,2025-05-13 16:21:48,0.0,,Hobbies purchase at Book Store,Tuesday,16.0,5.0
T00008500,U00233,1527.66,212.18,CNY,Hobbies,Book Store,"Beijing, China",Digital Wallet,2025-05-13 18:07:36,0.0,,Hobbies purchase at Book Store,Tuesday,18.0,5.0
T00006867,U00130,1232.49,171.18,CNY,Entertainment,Cinema,"Beijing, China",Digital Wallet,2025-05-13 18:08:57,0.0,,Entertainment purchase at Cinema,Tuesday,18.0,5.0
T00006133,U00238,229.83,229.83,USD,Insurance,Insurance Corp,"Chicago, USA",Credit Card,2025-05-13 19:10:44,0.0,,Insurance purchase at Insurance Corp,Tuesday,19.0,5.0
T00001595,U00125,465.09,64.6,CNY,Dining,Diner D,"Guangzhou, China",Debit Card,2025-05-13 20:29:32,0.0,,Dining purchase at Diner D,Tuesday,20.0,5.0
T00004492,U00001,7232066.51,457.73,IDR,Travel,Airline,"Jakarta, Indonesia",Bank Transfer,2025-05-14 03:31:08,0.0,,Travel purchase at Airline,Wednesday,3.0,5.0
T00004675,U00009,10986489.72,695.35,IDR,Travel,Airline,"Surabaya, Indonesia",Bank Transfer,2025-05-14 03:52:08,0.0,,Travel purchase at Airline,Wednesday,3.0,5.0
T00009448,U00027,2230953.89,141.2,IDR,Hobbies,Music Store,"Jakarta, Indonesia",Credit Card,2025-05-14 09:41:27,0.0,,Hobbies purchase at Music Store,Wednesday,9.0,5.0
T00002757,U00152,170.65,170.65,USD,Healthcare,Doctor Office,"New York, USA",Digital Wallet,2025-05-14 10:20:54,0.0,,Healthcare purchase at Doctor Office,Wednesday,10.0,5.0
T00000732,U00220,268.11,268.11,USD,Investment,Stock Broker,"Chicago, USA",Digital Wallet,2025-05-14 10:33:57,0.0,,Investment purchase at Stock Broker,Wednesday,10.0,5.0
T00007961,U00038,2249944.69,142.4,IDR,Transportation,Parking,"Jakarta, Indonesia",Debit Card,2025-05-14 11:26:58,0.0,,Transportation purchase at Parking,Wednesday,11.0,5.0
T00001245,U00113,4.01,4.01,USD,Transportation,Parking,"Los Angeles, USA",Bank Transfer,2025-05-14 11:38:03,0.0,,Transportation purchase at Parking,Wednesday,11.0,5.0
T00004052,U00198,199.3,199.3,USD,Savings,Savings Account,"Los Angeles, USA",Credit Card,2025-05-14 12:43:13,0.0,,Savings purchase at Savings Account,Wednesday,12.0,5.0
T00010272,U00248,1496278.36,94.7,IDR,Hobbies,Music Store,"Jakarta, Indonesia",Bank Transfer,2025-05-14 12:49:09,0.0,,Hobbies purchase at Music Store,Wednesday,12.0,5.0
T00010578,U00180,122.56,122.56,USD,Dining,Cafe B,"New York, USA",Debit Card,2025-05-14 12:51:55,0.0,,Dining purchase at Cafe B,Wednesday,12.0,5.0
T00014230,U00212,3415858.94,216.19,IDR,Shopping,Amazon,"Bandung, Indonesia",Bank Transfer,2025-05-14 13:21:50,0.0,,Shopping purchase at Amazon,Wednesday,13.0,5.0
T00000338,U00098,7990908.0,505.75,IDR,Savings,Savings Account,"Surabaya, Indonesia",Digital Wallet,2025-05-14 15:59:24,0.0,,Savings purchase at Savings Account,Wednesday,15.0,5.0
T00001382,U00172,1559.37,216.58,CNY,Shopping,Amazon,"Beijing, China",Digital Wallet,2025-05-14 16:27:58,0.0,,Shopping purchase at Amazon,Wednesday,16.0,5.0
T00006884,U00096,287.01,287.01,USD,Insurance,Insurance Corp,"New York, USA",Debit Card,2025-05-14 17:14:13,0.0,,Insurance purchase at Insurance Corp,Wednesday,17.0,5.0
T00000359,U00178,139.09,139.09,USD,Utilities,Gas Company,"New York, USA",Digital Wallet,2025-05-14 17:15:02,0.0,,Utilities purchase at Gas Company,Wednesday,17.0,5.0
T00001712,U00058,1110.3,154.21,CNY,Transportation,Uber,"Beijing, China",Digital Wallet,2025-05-14 18:13:43,0.0,,Transportation purchase at Uber,Wednesday,18.0,5.0
T00001299,U00178,1303.54,1303.54,USD,Travel,Hotel,"Chicago, USA",Debit Card,2025-05-14 18:29:36,0.0,,Travel purchase at Hotel,Wednesday,18.0,5.0
T00003946,U00240,1184066.19,74.94,IDR,Hobbies,Sports Store,"Surabaya, Indonesia",Credit Card,2025-05-14 18:38:28,0.0,,Hobbies purchase at Sports Store,Wednesday,18.0,5.0
T00014353,U00060,3024.37,420.05,CNY,Savings,Savings Account,"Shanghai, China",Digital Wallet,2025-05-14 18:52:15,0.0,,Savings purchase at Savings Account,Wednesday,18.0,5.0
T00012980,U00101,2734256.24,173.05,IDR,Hobbies,Sports Store,"Jakarta, Indonesia",Credit Card,2025-05-14 19:07:40,0.0,,Hobbies purchase at Sports Store,Wednesday,19.0,5.0
T00006585,U00081,948.58,948.58,USD,Rent,Property Management,"New York, USA",Digital Wallet,2025-05-14 19:13:57,0.0,,Rent purchase at Property Management,Wednesday,19.0,5.0
T00014430,U00173,9481109.48,600.07,IDR,Travel,AirBnB,"Jakarta, Indonesia",Digital Wallet,2025-05-14 21:34:31,0.0,,Travel purchase at AirBnB,Wednesday,21.0,5.0
T00005652,U00042,1252.86,1252.86,USD,Rent,Housing Complex,"New York, USA",Bank Transfer,2025-05-15 03:39:29,0.0,,Rent purchase at Housing Complex,Thursday,3.0,5.0
T00012481,U00012,3327056.38,210.57,IDR,Groceries,Trader Joes,"Jakarta, Indonesia",Digital Wallet,2025-05-15 06:57:57,0.0,,Groceries purchase at Trader Joes,Thursday,6.0,5.0
T00004571,U00153,646.64,89.81,CNY,Utilities,Electric Co,"Beijing, China",Credit Card,2025-05-15 09:08:25,0.0,,Utilities purchase at Electric Co,Thursday,9.0,5.0
T00002870,U00031,586.89,81.51,CNY,Entertainment,Gaming,"Guangzhou, China",Digital Wallet,2025-05-15 09:22:17,0.0,,Entertainment purchase at Gaming,Thursday,9.0,5.0
T00002001,U00042,2294275.97,145.21,IDR,Entertainment,Cinema,"Surabaya, Indonesia",Digital Wallet,2025-05-15 09:25:36,0.0,,Entertainment purchase at Cinema,Thursday,9.0,5.0
T00014215,U00149,139.42,139.42,USD,Transportation,Public Transit,"Chicago, USA",Digital Wallet,2025-05-15 10:03:07,0.0,,Transportation purchase at Public Transit,Thursday,10.0,5.0
T00007421,U00185,8709992.55,551.27,IDR,Emergency Fund,Emergency Savings,"Surabaya, Indonesia",Debit Card,2025-05-15 10:09:51,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,10.0,5.0
T00006901,U00075,550.03,550.03,USD,Savings,Savings Account,"Chicago, USA",Bank Transfer,2025-05-15 11:25:09,0.0,,Savings purchase at Savings Account,Thursday,11.0,5.0
T00009882,U00225,1731945.92,109.62,IDR,Healthcare,Health Clinic,"Bandung, Indonesia",Debit Card,2025-05-15 11:28:52,0.0,,Healthcare purchase at Health Clinic,Thursday,11.0,5.0
T00008195,U00066,253.3,253.3,USD,Shopping,Best Buy,"New York, USA",Bank Transfer,2025-05-15 11:40:05,0.0,,Shopping purchase at Best Buy,Thursday,11.0,5.0
T00009766,U00085,1212612.95,76.75,IDR,Transportation,Gas Station,"Surabaya, Indonesia",Digital Wallet,2025-05-15 13:57:03,0.0,,Transportation purchase at Gas Station,Thursday,13.0,5.0
T00007638,U00075,375.36,375.36,USD,Emergency Fund,Emergency Savings,"New York, USA",Debit Card,2025-05-15 14:14:47,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,14.0,5.0
T00007552,U00115,3615946.23,228.86,IDR,Healthcare,City Hospital,"Bandung, Indonesia",Digital Wallet,2025-05-15 14:17:54,0.0,,Healthcare purchase at City Hospital,Thursday,14.0,5.0
T00011827,U00134,1601.03,222.37,CNY,Healthcare,Doctor Office,"Beijing, China",Credit Card,2025-05-15 14:23:44,0.0,,Healthcare purchase at Doctor Office,Thursday,14.0,5.0
T00009584,U00085,10122310.64,640.65,IDR,Investment,Crypto Exchange,"Surabaya, Indonesia",Credit Card,2025-05-15 16:06:58,0.0,,Investment purchase at Crypto Exchange,Thursday,16.0,5.0
T00000937,U00059,3165345.16,200.34,IDR,Investment,Stock Broker,"Jakarta, Indonesia",Debit Card,2025-05-15 16:25:55,0.0,,Investment purchase at Stock Broker,Thursday,16.0,5.0
T00006707,U00218,5427563.8,343.52,IDR,Emergency Fund,Emergency Savings,"Bandung, Indonesia",Debit Card,2025-05-15 16:45:38,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,16.0,5.0
T00009838,U00144,335.16,335.16,USD,Insurance,Insurance Corp,"Chicago, USA",Bank Transfer,2025-05-15 18:16:41,0.0,,Insurance purchase at Insurance Corp,Thursday,18.0,5.0
T00002794,U00203,5346297.84,338.37,IDR,Insurance,Auto Insurance,"Bandung, Indonesia",Bank Transfer,2025-05-15 19:28:52,0.0,,Insurance purchase at Auto Insurance,Thursday,19.0,5.0
T00008384,U00067,12389129.66,784.12,IDR,Investment,Mutual Fund,"Jakarta, Indonesia",Digital Wallet,2025-05-15 19:43:58,0.0,,Investment purchase at Mutual Fund,Thursday,19.0,5.0
T00009348,U00017,247.58,34.39,CNY,Hobbies,Book Store,"Beijing, China",Digital Wallet,2025-05-15 20:38:51,0.0,,Hobbies purchase at Book Store,Thursday,20.0,5.0
T00005448,U00005,204.76,204.76,USD,Healthcare,Pharmacy,"Chicago, USA",Bank Transfer,2025-05-15 23:32:29,0.0,,Healthcare purchase at Pharmacy,Thursday,23.0,5.0
T00006930,U00249,801.4,111.31,CNY,Transportation,Parking,"Shanghai, China",Digital Wallet,2025-05-16 05:50:33,0.0,,Transportation purchase at Parking,Friday,5.0,5.0
